Date,Open,High,Low,Close,Volume
2018-03-19,9900.217864629054,10059.945136110426,9835.167670228888,9921.67068438428,7808955
2018-03-20,9484.064133068747,9531.493973768947,9399.897774684021,9557.13601516903,7584655
2018-03-21,9961.186919129184,10052.125502899078,9791.523715652198,10060.608711859824,6734602
2018-03-22,9819.078337448114,9829.168264718595,9727.42122225041,9781.927350697197,1927024
2018-03-23,10139.59846416547,10168.967776619655,10128.961766600336,10217.9911851564,8214689
2018-03-26,9951.361407036466,9994.264729544437,9904.290967372295,9859.061063864445,2651279
2018-03-27,10229.047284244778,10260.334857567113,10207.261000606632,10321.496214717625,7633244
2018-03-28,10216.260792912033,10300.187082055523,10108.377867822688,10262.803266981553,5005707
2018-03-29,10331.162787192847,10434.797549824138,10257.08058414268,10295.267175225556,8508762
2018-03-30,10718.149368772647,10731.660877197075,10668.507216433325,10775.026985105751,3598193
2018-04-02,10229.357105556961,10344.230829233407,10203.072163917212,10152.236219812004,9373996
2018-04-03,10135.215594022766,10322.95010544659,9969.037079034457,10183.777672857163,3866895
2018-04-04,9857.40254179899,9917.061928644793,9742.646218125285,9951.490756861931,9439068
2018-04-05,10216.198160028523,10300.86803576483,10133.101066487836,10222.48799822614,1755565
2018-04-06,10324.295609955396,10335.863633798983,10165.547543864162,10241.16981332869,2068806
2018-04-09,10383.984871901694,10553.168507692393,10241.81178077066,10373.110606489894,4815921
2018-04-10,10425.232615408378,10620.025473306536,10320.605529888615,10401.531214466931,5501415
2018-04-11,10289.983976440693,10360.157522664063,10096.130304925604,10230.185471494435,8549414
2018-04-12,9917.204928822865,9986.370612047756,9821.476131618178,9878.087637412007,8708796
2018-04-13,9769.944518090568,9940.44132542221,9632.381477275329,9697.515544575313,3608410
2018-04-16,9903.762757295479,9988.545271733747,9740.891779680001,9953.39246698253,3692818
2018-04-17,9784.388958751722,9891.109019827423,9640.95453639695,9724.03153686035,4813376
2018-04-18,9854.12900527638,9947.633928491969,9695.344215258961,9853.47442061636,1297088
2018-04-19,9963.64214578797,10153.92849003374,9845.060981197028,9872.987498270917,2958706
2018-04-20,10049.224878375548,10187.940932930815,9955.666760503222,10076.271824539908,8028106
2018-04-23,9744.646568830221,9921.814866388531,9679.449842638573,9692.947010812344,6700575
2018-04-24,9808.579219704645,9821.339501737766,9671.72186263315,9755.320577805624,3334044
2018-04-25,10001.384808788545,10193.074828847142,9856.30032975734,9923.316589680733,5463299
2018-04-26,9788.780253945253,9892.539334773142,9640.860666686453,9769.648589443577,2836963
2018-04-27,10171.327205574178,10366.961048102956,10152.807559199458,10092.720756730077,6193903
2018-04-30,10114.81012205292,10255.748982950725,9973.851174292411,10129.198521114307,5796228
2018-05-01,10311.841192487276,10483.443105123422,10201.268879758805,10386.444088219037,9365311
2018-05-02,10495.657109585733,10535.357435509028,10418.448733417792,10486.750643952684,3311637
2018-05-03,10141.826794670968,10210.615094381961,10124.651537542339,10193.373104099399,3054748
2018-05-04,10095.465129109858,10197.047835742305,10086.201106905792,10059.029204446102,7375671
2018-05-07,10284.332515252463,10462.44205703353,10124.671038244294,10267.306333878676,2370938
2018-05-08,10215.5385582114,10228.140940959049,10199.049195431544,10309.295369485255,4451042
2018-05-09,10152.374854110863,10347.946222753855,9984.49777218375,10123.02864137635,2774082
2018-05-10,9592.799897053885,9597.945526271546,9477.946967689473,9603.3632610684,1414855
2018-05-11,9971.025543398056,10127.405131837426,9790.393002393364,10050.012233799529,6058189
2018-05-14,10397.735162842893,10567.123940676362,10291.391860710557,10385.489580512209,5942586
2018-05-15,10248.216430004199,10417.708417171516,10089.061548128035,10208.361721217736,3260770
2018-05-16,10667.342629429162,10784.616157381928,10636.424320009815,10717.524901611008,9042694
2018-05-17,10674.939314452866,10813.607995769426,10527.307942565665,10779.63931660483,6182551
2018-05-18,10182.530061399813,10252.605240181696,10161.51466216768,10213.240920367065,7510512
2018-05-21,10425.739400722114,10552.272233431435,10221.858796165916,10423.907787698887,3243592
2018-05-22,10538.142526345968,10692.327872378217,10396.386326014912,10553.43464405325,3073922
2018-05-23,10982.809908842053,10987.312448896166,10820.80754261199,10998.337623088571,6202545
2018-05-24,10889.341054209222,11028.302733073257,10749.504534971004,10827.169870656126,6735738
2018-05-25,11247.701591797644,11365.828738039465,11156.40989912405,11329.690567012023,5578666
2018-05-28,10965.831033005317,11144.554963429127,10781.380913442707,11041.378113485513,5707927
2018-05-29,11070.559322247149,11263.494784334449,10905.71534727751,10971.686097504018,8822756
2018-05-30,11354.164599287067,11465.331962607293,11192.811969538716,11322.51677096536,7839643
2018-05-31,10984.389227971968,11066.989133217266,10825.275100188965,11005.341303673342,5640713
2018-06-01,11480.222763104615,11693.150224283003,11310.791053608564,11585.062585409072,7581409
2018-06-04,11452.796581308812,11681.478458929205,11427.71812220444,11522.417613436759,1980754
2018-06-05,11708.320008789287,11849.837388518605,11500.739051991804,11819.382828215143,1202688
2018-06-06,12072.97863543539,12152.138567623004,11891.078280713491,12004.239816820551,7837481
2018-06-07,12187.717304441003,12399.224471573327,11960.675715918782,12231.339838882703,2618630
2018-06-08,12305.130875182564,12335.578593422379,12068.93663374686,12198.254868305296,2055452
2018-06-11,12567.026242714512,12710.266335432989,12437.043373836754,12445.246107329345,8345234
2018-06-12,12934.15579011824,13052.66469376141,12863.719067787822,12912.419524062852,1110491
2018-06-13,13036.42729613709,13248.842858765816,12855.927320704743,12983.211642471495,6141756
2018-06-14,13064.146209189395,13308.390209022153,12957.67008672156,13049.780821193472,6373465
2018-06-15,12928.880427452787,12990.978211948954,12681.2078866811,12815.63962486898,9808416
2018-06-18,13239.010572468584,13363.095431915715,13010.647004413244,13203.023353921539,4144648
2018-06-19,13679.63514282359,13864.276659811612,13514.264428818562,13680.648136704447,4390399
2018-06-20,13625.427609306578,13662.123809942632,13601.171086363513,13676.244953784288,2713993
2018-06-21,13096.615898375918,13097.686856915561,13091.481690845614,13073.481793694697,2292372
2018-06-22,13357.844987557466,13364.704360847427,13312.077234046785,13459.318108618501,6357435
2018-06-25,12952.251860344424,13040.216083348752,12833.986268717132,12995.84435955137,6622461
2018-06-26,12737.501213345186,12888.381174897526,12731.87300545436,12631.02296661551,5269270
2018-06-27,12700.716055108585,12701.600890928325,12497.558773973822,12578.151466265577,1786691
2018-06-28,12746.856956850284,12850.386872047651,12721.454871568183,12731.546773833215,5597542
2018-06-29,12250.855724702094,12325.842408870401,12211.506717500775,12137.780491289386,1110146
2018-07-02,12870.72940713807,13083.345141616563,12689.067984568082,12974.167015663006,1904313
2018-07-03,12857.471580549873,12971.536668080449,12637.08249593518,12789.99049952525,2706189
2018-07-04,12833.151681742478,12913.78052099064,12596.923504449454,12801.74086200159,3820932
2018-07-05,12974.300883980133,13155.076173425956,12756.124095697396,12898.709403810799,5477930
2018-07-06,13065.691212228603,13259.711585484365,13040.686602965525,13179.597909185659,2967937
2018-07-09,12389.082283674383,12620.015643587189,12214.193406866492,12492.331438178571,3588964
2018-07-10,12402.389657201324,12450.079476373538,12380.747153764603,12382.097237569378,1695534
2018-07-11,11979.65840764145,12043.505115898273,11974.496024676337,12031.015476490165,3138526
2018-07-12,11779.271528675636,11931.139611132232,11595.793788344728,11822.890193494353,9900172
2018-07-13,11862.744652014955,11873.38205451863,11725.640069502702,11905.448616639997,1967698
2018-07-16,11991.377599038573,12160.712888590328,11904.291911275743,11921.772590103434,7820539
2018-07-17,12722.213961256695,12946.887574910854,12651.11842991232,12687.620443023148,3932631
2018-07-18,12823.194618555463,12828.755517846746,12737.34654478993,12930.42818903157,4240603
2018-07-19,13270.356335513932,13394.876996083985,13206.346516073376,13149.556596542623,5260299
2018-07-20,13299.529101145114,13424.420725685583,13072.28376688386,13348.745403272385,5080939
2018-07-23,13639.406776157506,13856.142101546111,13633.580751792855,13667.201699765847,3451505
2018-07-24,13357.791634369183,13624.324123798275,13127.460275227226,13426.536121909545,1031372
2018-07-25,13049.143809248271,13220.158134674733,12816.886641841995,13076.751517570341,7305502
2018-07-26,13157.372498986757,13301.823121618294,13059.497060766902,13254.246083873782,6163575
2018-07-27,12893.540760757956,13105.144021970356,12768.433344718167,12924.044458152537,1964287
2018-07-30,12667.47168249285,12827.76778560709,12588.72615448009,12607.481871217693,3043398
2018-07-31,12672.668212853761,12744.938848072577,12639.26942334954,12698.20659532305,5040407
2018-08-01,12773.123716793847,12835.902792787781,12677.239181819425,12650.72995286014,1353071
2018-08-02,12613.978869409126,12805.383988948604,12552.548480569858,12717.791479672846,7020734
2018-08-03,13048.068793821498,13190.263876288958,12804.299702866587,12984.570820876455,8364455
2018-08-06,13306.573694910216,13472.281857276019,13127.309335957152,13379.029977910192,3184318
2018-08-07,13355.896257708639,13553.904477180144,13271.894398678236,13433.162921626243,5989051
2018-08-08,13585.771446324083,13619.639415420677,13580.980237474158,13685.989705288024,2200420
2018-08-09,13821.722784139156,13846.846460566885,13612.385991726173,13761.42709959841,3717975
2018-08-10,13907.77557298939,13997.680475396475,13805.788405499386,13803.713828221393,1195041
2018-08-13,14033.910440923462,14082.742403381108,13914.289537627112,14096.731767250025,8792606
2018-08-14,12916.193080444416,12947.825419022818,12866.304879222425,12923.469475469496,5966628
2018-08-15,13201.002601691562,13293.302217395536,13160.871218749544,13187.255480342319,7890834
2018-08-16,12888.277200897435,12949.38780391226,12801.731493338702,12883.313369298769,9595440
2018-08-17,13356.940901438486,13534.3333819976,13205.858480920846,13269.453534986644,3072277
2018-08-20,13009.656827145061,13136.802160549882,12788.209785641538,13093.169616903522,8563775
2018-08-21,12431.433498949285,12520.194912652003,12350.907239435564,12447.471690594053,4258393
2018-08-22,12861.3853973835,13083.952665669878,12611.943410873755,12931.95195345447,9386740
2018-08-23,12816.171111773574,12973.150452118063,12706.697599561205,12705.164823891057,9353319
2018-08-24,12656.513882667376,12696.43886998194,12583.217168004117,12575.348727858374,4946423
2018-08-27,12249.331529636052,12298.420708750888,12109.413773927681,12337.589004563333,7191649
2018-08-28,12518.132406104844,12561.479068328716,12379.599890852749,12547.419471486563,3964734
2018-08-29,12383.90976887435,12628.782028256752,12285.994110894086,12388.254353440974,7073048
2018-08-30,12120.131001924672,12175.423207305095,11965.255135190275,12151.176741710971,2841256
2018-08-31,12380.586684286207,12459.74876805081,12344.26723348961,12351.066499694718,7425801
2018-09-03,11784.949855910965,11878.66622860416,11642.529573500586,11742.193858715738,5827808
2018-09-04,11968.572192674648,12047.17753341119,11760.430803210798,12055.231232899461,7370334
2018-09-05,12017.33313480849,12176.382891703923,11916.071398304292,11992.317012009253,5198673
2018-09-06,12527.355600109588,12566.457853873688,12462.980519612845,12621.327034164404,7655814
2018-09-07,12635.99158462462,12807.199111253409,12511.711273689369,12723.227606429578,3518080
2018-09-10,12620.94541673702,12679.145067066878,12582.13153549951,12605.398086421095,2740342
2018-09-11,12838.645752609304,12905.151766834408,12757.576212955993,12956.197423029114,9599706
2018-09-12,12755.370072526539,12927.673268790972,12663.905808337824,12679.051987638173,6713263
2018-09-13,12946.476221750141,13187.197185284627,12941.110355049874,13074.582674726511,5171317
2018-09-14,13037.204225993619,13190.844550823009,12899.32311790756,12979.389103928253,8557832
2018-09-17,13297.643799181624,13324.273274356867,13119.38876945643,13267.635108755685,5524399
2018-09-18,13321.35037657584,13564.260280818315,13249.12399698328,13290.906444824128,2352974
2018-09-19,12982.892696084642,13080.463596844216,12935.825229744187,12864.116955179801,6631072
2018-09-20,12474.136165554635,12544.727097960136,12442.94762521269,12592.346233746533,6058740
2018-09-21,11874.155564505729,11962.0213720808,11697.011795718872,11786.906055888501,3180273
2018-09-24,11013.836054828571,11210.53674092523,10960.39959561284,11105.217402570606,3820253
2018-09-25,10912.327701584625,10926.039445075332,10882.28786863719,10883.252881181126,2344932
2018-09-26,11174.389410999054,11238.811539011987,11150.967085038827,11251.441960828406,6447047
2018-09-27,11395.48289287007,11512.874908883212,11297.971024496192,11337.505701912258,9937620
2018-09-28,11575.584477078626,11728.56804045574,11561.748410873939,11588.905113790654,6070917
2018-10-01,11177.298272073811,11308.034723631275,11094.076953459396,11244.774445454836,9622205
2018-10-02,10775.720659380402,10852.388342021079,10561.816273164633,10865.278918162307,2389464
2018-10-03,10902.604480565973,11017.836171182631,10814.197451986533,10982.423030955531,1926896
2018-10-04,11223.69228555,11361.643871904887,11139.846042016574,11209.845382582564,9316898
2018-10-05,11041.07813085576,11181.071539560367,10941.496797675194,11038.702294960658,7916504
2018-10-08,11128.25285168701,11186.252493939064,11052.353002239623,11084.89582155704,1402386
2018-10-09,11570.991863337857,11797.954675883997,11412.26622395414,11540.806756296308,4469984
2018-10-10,11410.575735490149,11415.211064058818,11192.811809389883,11522.216845034725,6591888
2018-10-11,11467.140027037189,11608.615345795017,11378.27598614193,11554.238302736361,1122496
2018-10-12,11944.182471432901,12136.099090100975,11907.07463071925,11993.261202936912,8521000
2018-10-15,12235.193353087903,12286.778898937213,12148.600457735065,12145.155114040506,8139119
2018-10-16,12022.853049098623,12168.471315029266,11983.328256669149,12134.294214248866,5884248
2018-10-17,12183.353489852974,12236.174354619106,12159.783873635492,12290.959606534074,6889224
2018-10-18,11894.907216594454,12119.629321374343,11816.396323890986,11994.69323829317,6024115
2018-10-19,12045.254821571989,12084.18984918713,11885.583573360578,12088.26719680967,8701555
2018-10-22,11938.81408007843,12113.680113904244,11821.887683800507,12007.036783656278,1886427
2018-10-23,11812.242248434304,11985.864208520905,11614.812068127183,11826.087566644437,7476636
2018-10-24,11992.137448049427,12101.977305718681,11934.92576215522,12026.487750558414,4832683
2018-10-25,12119.591791918236,12244.831400928342,11988.197773034735,12169.033932643917,3907491
2018-10-26,11880.561249484448,11950.577250369242,11722.337821169192,11818.206275321352,2917205
2018-10-29,12220.76699691613,12366.526656438295,12211.158982246048,12285.193667872158,6242005
2018-10-30,11628.430058007218,11675.517574035079,11421.895137158046,11628.452158090537,3387974
2018-10-31,11646.975585541197,11701.251634933013,11598.238315179453,11579.424127048584,7911633
2018-11-01,11806.579637474782,11973.25916941492,11805.186860572476,11811.61392269364,4686844
2018-11-02,11574.252170018717,11671.921987263226,11369.149070023774,11625.01471655926,4934731
2018-11-05,11362.648489514559,11386.552686394363,11322.06286891004,11434.517710472443,9976947
2018-11-06,11558.135946261978,11617.722990612287,11407.040043338251,11671.661532307242,7641756
2018-11-07,11320.580800520007,11537.86495525248,11114.454970789344,11285.85695437923,5752941
2018-11-08,10801.341105990583,11005.6813704599,10781.177110409879,10752.875911145597,5255188
2018-11-09,10473.71862573105,10604.70443389554,10445.455479634313,10375.407498888106,2695463
2018-11-12,10696.92756290597,10781.481509569863,10663.917701722901,10717.216387746079,8049415
2018-11-13,12066.13392224479,12240.419816238427,12039.38637128146,12054.638481614482,4164299
2018-11-14,12213.8728774159,12318.95941636351,11985.640454209644,12232.91486801883,4355659
2018-11-15,12079.192789737202,12119.13399915861,11858.043641035425,11962.056655127513,5777715
2018-11-16,12596.968637241069,12831.359992512806,12588.817792791448,12566.851501733528,4477794
2018-11-19,12065.218584754744,12262.397949085578,12048.06789720818,12124.6164707133,3654078
2018-11-20,12119.649844935648,12133.470450471099,11994.7895484137,12137.046745570728,8431119
2018-11-21,11836.22068197513,11840.305632369425,11747.725415810162,11863.704517805209,6638435
2018-11-22,11549.513998897137,11738.16483018689,11346.324329017963,11499.220730782165,1478913
2018-11-23,11137.734730244272,11320.414914452487,10975.79566554739,11112.01022178643,1999795
2018-11-26,11444.298218733511,11465.113806159878,11368.327129861485,11522.110531876388,1038440
2018-11-27,11998.40484135359,12033.147623276815,11938.402597498276,12090.871130754935,2558218
2018-11-28,11457.113589541963,11670.470363692815,11230.534887128913,11394.793404926266,5121225
2018-11-29,11730.288746689794,11932.825753031455,11613.589666769827,11776.829254430813,9215570
2018-11-30,12181.292688944937,12223.971452149266,12108.500545320741,12221.7327006978,8848157
2018-12-03,12211.63152693379,12315.076370428358,12168.241324268183,12135.636880666316,6467770
2018-12-04,11989.376683581326,12068.86423398253,11864.354086436928,11938.385877045426,9963079
2018-12-05,12262.521653983202,12389.709716162013,12175.922320048678,12236.736413145218,7126892
2018-12-06,12553.08025688322,12729.590614756886,12527.928569595206,12541.837095439367,5039076
2018-12-07,12271.676744819311,12301.897395037584,12150.0355603034,12321.393864215492,7078192
2018-12-10,11946.658352200964,12014.46566615828,11915.53335419722,11849.343010052626,6582626
2018-12-11,12326.12219596898,12367.931410241446,12155.37824755062,12329.327389358334,9958080
2018-12-12,11728.189745306008,11841.182532326964,11599.610924395061,11665.048249614663,9347112
2018-12-13,11695.071682382606,11923.981521619524,11612.979468627702,11731.648881698431,9261308
2018-12-14,11386.71737593478,11607.92912463117,11278.75254260885,11298.512761932787,3445496
2018-12-17,10964.798050025203,10969.654800083388,10752.976398646997,10994.725171901866,3791103
2018-12-18,10799.192685681855,10840.619935955601,10771.125007707487,10856.063168299806,7021854
2018-12-19,11277.02225698084,11428.151175370831,11053.271213279051,11275.41440212499,2165830
2018-12-20,11664.673977734961,11823.741322373857,11544.339266294603,11565.15882387776,5789352
2018-12-21,12073.543531576608,12275.365101777206,11984.512786582198,12093.202297054326,3940856
2018-12-24,12879.307242898027,13054.876009945152,12838.570279941978,12881.749024089038,4849188
2018-12-25,12572.454376250627,12800.99037807412,12512.51309376669,12588.650824241306,4407000
2018-12-26,12177.185047664309,12245.519564610842,12036.424620495958,12144.024051887622,7611725
2018-12-27,12419.403196253403,12512.221672537411,12265.405233973415,12387.033619240323,2483495
2018-12-28,12286.929914052003,12353.091284933504,12146.752255509222,12314.042651415502,6587805
2018-12-31,11769.471650199488,11808.635579186772,11555.927180312794,11856.9756006067,5995689
2019-01-01,12348.380497881277,12522.007091052954,12221.799827701525,12373.29829641139,5952907
2019-01-02,12809.649988583711,12844.499228784583,12579.388238536276,12914.003695039824,1960591
2019-01-03,12900.751119720553,12921.587324423803,12798.68646325083,12829.32200719361,2408649
2019-01-04,13236.876240203237,13349.157175752447,13011.82708786045,13319.910446745505,6067934
2019-01-07,13070.51702770009,13250.1617003202,12864.798026922728,13145.279871472318,9942957
2019-01-08,12691.441060260342,12784.11861829309,12679.497155632973,12647.467418705613,1313282
2019-01-09,12700.837347682304,12773.019978294878,12698.649125190515,12618.89802556348,4051809
2019-01-10,12436.136731127894,12606.820124720314,12419.555505176562,12558.259900733627,4349293
2019-01-11,13003.72041488641,13180.851378906564,12973.35337021946,12988.413209464457,9239439
2019-01-14,13248.85660369056,13333.247885903986,13215.930890545367,13280.567719446448,2998826
2019-01-15,12757.941748250907,12855.055673850786,12542.576670734554,12804.831355656393,6921413
2019-01-16,12830.97049504566,12871.17334232283,12662.946340728762,12831.24551951016,1599176
2019-01-17,12985.264271898835,13072.38762858795,12795.793658077759,13077.935892853095,5561903
2019-01-18,14096.808509611168,14295.41632799477,13935.90552991177,14086.966642506448,2832068
2019-01-21,14206.20690803762,14240.488297097962,14019.770223536301,14073.669282684368,3208335
2019-01-22,14610.184044878457,14707.374782929215,14332.555548649427,14484.0114105906,2284483
2019-01-23,14375.942356413885,14588.251395661126,14168.012862584565,14308.626828334845,6450001
2019-01-24,14178.628349043076,14439.528737940911,13990.720783416422,14266.327919485502,6009414
2019-01-25,13883.856710413558,13960.161721360846,13750.009882876264,13764.202942759119,2208977
2019-01-28,13909.339950958647,14180.614302287286,13797.23457794516,14009.693197880932,2712376
2019-01-29,13695.641288351022,13717.093337514925,13546.260564364287,13778.009387697115,6712338
2019-01-30,13010.798419449335,13149.945920513323,12898.069737479795,13056.508554640077,9058054
2019-01-31,12912.457703069233,13156.499675490668,12701.825861442425,12817.963133495434,3331186
2019-02-01,12671.424436747988,12717.655195561523,12611.326565081556,12738.79699573011,6420854
2019-02-04,12332.133275711918,12560.775349809894,12192.8544117496,12223.804848967124,7978956
2019-02-05,12846.81312934621,12871.981245999266,12800.481997555553,12799.645615420117,7387241
2019-02-06,13453.539669186377,13558.312081118655,13262.73214104131,13361.446149667043,7290576
2019-02-07,12756.456132399959,12894.46027089867,12594.710555145244,12822.27220274284,1631109
2019-02-08,12222.979883226357,12365.183961398558,12016.770873369673,12178.333697629178,2980319
2019-02-11,11852.201820186605,11978.490214971464,11720.68155339068,11834.68289895658,8188485
2019-02-12,11751.325244898935,11837.092566452473,11627.292828928665,11733.113376899377,8085724
2019-02-13,11639.826337990282,11779.302054925342,11443.915871128318,11525.321388188393,9071043
2019-02-14,11535.7658462728,11706.424737051662,11428.93783303538,11601.027684781444,3472418
2019-02-15,11533.803424095253,11652.801556864748,11450.234853503453,11633.707184299385,5997004
2019-02-18,11273.477992961309,11355.556448576932,11093.386057636091,11230.327681357912,1161400
2019-02-19,11021.692925720881,11101.465421776606,10952.159685146795,11010.074312806242,1235512
2019-02-20,10845.154345080995,10946.073709982393,10635.391003405332,10940.329274141697,7538708
2019-02-21,10823.500148561609,11035.525454857956,10779.169810097404,10894.240342963622,9377857
2019-02-22,11537.44742742748,11706.048634302231,11339.053354337191,11515.36750092462,6538698
2019-02-25,11031.470031248251,11110.683936421929,10995.640306540698,10987.144548995868,8363463
2019-02-26,10746.170908687238,10932.796670212523,10569.828756805342,10754.661580369637,8114643
2019-02-27,10484.582909096971,10600.474991747476,10305.792500561201,10491.689897682283,4694250
2019-02-28,10472.409225855008,10630.007277243465,10271.276566002167,10564.816435597319,2060525
2019-03-01,10919.225442145354,11000.229533187168,10814.096348306603,10866.42789683085,7654307
2019-03-04,10783.647904039926,10871.013847729426,10742.055099283023,10693.400002734315,8011154
2019-03-05,10934.501019815232,10991.128587832469,10800.065472942235,11024.346007138369,8744349
2019-03-06,11261.664429503757,11399.56157626024,11153.489065345526,11358.756292827882,5932465
2019-03-07,11099.000726327598,11123.516689321785,10925.416890736147,11094.7619039021,1893534
2019-03-08,11176.668309897517,11282.538971723756,10982.723462017548,11130.248132585482,5112479
2019-03-11,10953.988964289485,11054.452129109739,10870.400155513793,10853.041208602248,8891076
2019-03-12,11221.652481724172,11247.951034438887,11106.059720039544,11185.589671368985,4535334
2019-03-13,11401.39372174292,11572.186606079924,11203.61368844965,11501.282801270281,6866475
2019-03-14,11809.105621782228,11931.93978448642,11802.022065010413,11714.335319257381,2459666
2019-03-15,11576.532190041338,11788.614764531061,11552.067100800177,11587.325445770532,3471324
2019-03-18,11353.339946771921,11377.417349490093,11142.42351249984,11464.583688107563,5942166
2019-03-19,10642.220026478171,10795.81962531691,10536.832461191196,10554.721332552635,6809132
2019-03-20,10492.770723491854,10556.31808933456,10405.395638555607,10529.175609625647,9707379
2019-03-21,11233.284870135018,11368.515387614467,11097.292632196088,11244.072866726463,7640436
2019-03-22,10989.37499357574,11093.644932161722,10838.795232621453,10919.580850596303,5856351
2019-03-25,10756.990605329538,10929.708958528538,10607.870333765644,10729.385814705864,3136300
2019-03-26,11408.44745039324,11453.597601151612,11276.740829278264,11444.109060514547,2177590
2019-03-27,11200.67104093414,11397.926366582884,11054.924897001474,11090.527577279874,9511463
2019-03-28,11602.145399868543,11664.799626729713,11378.671839815726,11606.570169081504,5901153
